clip_name,code_switched,original_transcription,new_transcription,timestamp,processed,annotator
HH20220326-4[06_459-06_473].wav,,ùɽùwɔ̀ kìcə̀lò,,,,Aaron
HH20220326-4[06_480-06_494].wav,,ùɽùwɔ̀ kìcə̀lò,,,,Aaron
HH20220326-4[06_501-06_515].wav,,ùɽùwɔ̀ kìcə̀lò,,,,Aaron
HH20220326-4[06_529-06_544].wav,,lùtùwɔ̀ lìcə̀lò,,,,Aaron
HH20220326-4[06_549-06_564].wav,,lùtùwɔ̀ lìcə̀lò,,,,Aaron
HH20220326-4[06_569-06_585].wav,,lùtùwɔ̀ lìcə̀lò,,,,Aaron
HH20220326-4[06_596-07_011].wav,,íŋgánɔ̀nà ùɽùwɔ̀,,,,Aaron
HH20220326-4[07_018-07_034].wav,,íŋgánɔ̀nà ùɽùwɔ̀,,,,Aaron
HH20220326-4[07_039-07_056].wav,,íŋgánɔ̀nà ùɽùwɔ̀,,,,Aaron
HH20220326-4[07_066-07_084].wav,,íŋgánɔ̀nà lùtùwɔ̀,,,,Aaron
HH20220326-4[07_089-07_106].wav,,íŋgánɔ̀nà lùtùwɔ̀,,,,Aaron
HH20220326-4[07_111-07_130].wav,,íŋgánɔ̀nà lùtùwɔ̀,,,,Aaron
HH20220326-4[07_181-07_203].wav,,ùlíŋgé kìcə̀lò,,,,Aaron
HH20220326-4[07_206-07_223].wav,,ùlíŋgé kìcə̀lò,,,,Aaron
HH20220326-4[07_229-07_244].wav,,ùlíŋgé kìcə̀lò,,,,Aaron
HH20220326-4[07_256-07_276].wav,,íŋgánɔ̀nà ùlíŋgè,,,,Aaron
HH20220326-4[07_281-07_301].wav,,íŋgánɔ̀nà ùlíŋgè,,,,Aaron
HH20220326-4[07_306-07_325].wav,,íŋgánɔ̀nà ùlíŋgè,,,,Aaron
HH20220326-4[07_390-07_403].wav,,ùlɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[07_407-07_422].wav,,ùlɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[07_428-07_442].wav,,ùlɔ́ kìcə̀lò,,,,Aaron
HH20220326-4[07_452-07_468].wav,,íŋgánɔ̀nà ùlɔ̀,,,,Aaron
HH20220326-4[07_473-07_489].wav,,íŋgánɔ̀nà ùlɔ̀,,,,Aaron
HH20220326-4[07_494-07_508].wav,,íŋgánɔ̀nà ùlɔ̀,,,,Aaron
HH20220326-4[07_560-07_573].wav,,ònì kicə̀lò,,,,Aaron
HH20220326-4[07_578-07_591].wav,,ònì kicə̀lò,,,,Aaron
HH20220326-4[07_598-08_011].wav,,ònì kicə̀lò,,,,Aaron
HH20220326-4[08_023-08_037].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[08_043-08_057].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[08_064-08_078].wav,,nònì nìcə̀lò,,,,Aaron
HH20220326-4[08_089-08_105].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[08_110-08_127].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[08_133-08_149].wav,,íŋgánɔ̀nà ònì,,,,Aaron
HH20220326-4[08_159-08_175].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[08_181-08_199].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[08_206-08_222].wav,,íŋgánɔ̀nà nònì,,,,Aaron
HH20220326-4[08_275-08_288].wav,,wɛ́n kìcə̀lò,,,,Aaron
HH20220326-4[08_293-08_306].wav,,wɛ́n kìcə̀lò,,,,Aaron
HH20220326-4[08_312-08_325].wav,,wɛ́n kìcə̀lò,,,,Aaron
HH20220326-4[08_344-08_362].wav,,lájlɛ́n lìcə̀lò,,,,Aaron
HH20220326-4[08_367-08_384].wav,,lájlɛ́n lìcə̀lò,,,,Aaron
HH20220326-4[08_390-08_406].wav,,lájlɛ́n lìcə̀lò,,,,Aaron
HH20220326-4[08_416-08_433].wav,,íŋgánɔ̀nà wɛ̀n,,,,Aaron
HH20220326-4[08_439-08_455].wav,,íŋgánɔ̀nà wɛ̀n,,,,Aaron
HH20220326-4[08_463-08_479].wav,,íŋgánɔ̀nà wɛ̀n,,,,Aaron
HH20220326-4[08_490-08_509].wav,,íŋgánɔ̀nà lájlɛ̀n,,,,Aaron
HH20220326-4[08_513-08_532].wav,,íŋgánɔ̀nà lájlɛ̀n,,,,Aaron
HH20220326-4[08_538-08_555].wav,,íŋgánɔ̀nà lájlɛ̀n,,,,Aaron
HH20220326-4[09_022-09_038].wav,,ðə̀rnà ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_041-09_057].wav,,ðə̀rnà ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_061-09_078].wav,,ðə̀rnà ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_084-09_101].wav,,èrnà jə̀cə̀lò,,,,Aaron
HH20220326-4[09_108-09_124].wav,,èrnà jə̀cə̀lò,,,,Aaron
HH20220326-4[09_131-09_146].wav,,èrnà jə̀cə̀lò,,,,Aaron
HH20220326-4[09_156-09_174].wav,,íŋgánɔ̀nà ðə̀rnà,,,,Aaron
HH20220326-4[09_180-09_197].wav,,íŋgánɔ̀nà ðə̀rnà,,,,Aaron
HH20220326-4[09_203-09_221].wav,,íŋgánɔ̀nà ðə̀rnà,,,,Aaron
HH20220326-4[09_231-09_250].wav,,íŋgánɔ̀nà èrnà,,,,Aaron
HH20220326-4[09_254-09_272].wav,,íŋgánɔ̀nà èrnà,,,,Aaron
HH20220326-4[09_276-09_295].wav,,íŋgánɔ̀nà èrnà,,,,Aaron
HH20220326-4[09_367-09_382].wav,,ðə̀láɽá ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_388-09_404].wav,,ðə̀láɽá ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_411-09_426].wav,,ðə̀láɽá ðə̀cə̀lò,,,,Aaron
HH20220326-4[09_461-09_484].wav,,íŋgánɔ̀nà ðə̀láɽà,,,,Aaron
HH20220326-4[09_487-09_504].wav,,íŋgánɔ̀nà ðə̀láɽà,,,,Aaron
HH20220326-4[09_510-09_529].wav,,íŋgánɔ̀nà ðə̀láɽà,,,,Aaron
HH20220326-4[09_595-10_013].wav,,ðə̀máɽðá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_018-10_034].wav,,ðə̀máɽðá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_041-10_057].wav,,ðə̀máɽðá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_066-10_085].wav,,íŋgánɔ̀nà ðə̀máɽðà,,,,Aaron
HH20220326-4[10_093-10_110].wav,,íŋgánɔ̀nà ðə̀máɽðà,,,,Aaron
HH20220326-4[10_118-10_136].wav,,íŋgánɔ̀nà ðə̀máɽðà,,,,Aaron
HH20220326-4[10_200-10_216].wav,,ðɔ́lá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_220-10_235].wav,,ðɔ́lá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_241-10_256].wav,,ðɔ́lá ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_262-10_275].wav,,ɔ́lá kìcə̀lò,,,,Aaron
HH20220326-4[10_281-10_294].wav,,ɔ́lá kìcə̀lò,,,,Aaron
HH20220326-4[10_300-10_313].wav,,ɔ́lá kìcə̀lò,,,,Aaron
HH20220326-4[10_321-10_340].wav,,íŋgánɔ̀nà ðɔ́là,,,,Aaron
HH20220326-4[10_344-10_360].wav,,íŋgánɔ̀nà ðɔ́là,,,,Aaron
HH20220326-4[10_367-10_383].wav,,íŋgánɔ̀nà ðɔ́là,,,,Aaron
HH20220326-4[10_388-10_403].wav,,íŋgánɔ̀nà ɔ́là,,,,Aaron
HH20220326-4[10_410-10_425].wav,,íŋgánɔ̀nà ɔ́là,,,,Aaron
HH20220326-4[10_431-10_450].wav,,íŋgánɔ̀nà ɔ́là,,,,Aaron
HH20220326-4[10_499-10_515].wav,,ðɔ́ɾà ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_518-10_533].wav,,ðɔ́ɾà ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_537-10_550].wav,,ðɔ́ɾà ðə̀cə̀lò,,,,Aaron
HH20220326-4[10_561-10_576].wav,,jɔ́ɾà jə̀cə̀lò,,,,Aaron
HH20220326-4[10_580-10_595].wav,,jɔ́ɾà jə̀cə̀lò,,,,Aaron
HH20220326-4[11_001-11_017].wav,,jɔ́ɾà jə̀cə̀lò,,,,Aaron
HH20220326-4[11_026-11_043].wav,,íŋgánɔ̀nà ðɔ́ɾà,,,,Aaron
HH20220326-4[11_048-11_065].wav,,íŋgánɔ̀nà ðɔ́ɾà,,,,Aaron
HH20220326-4[11_071-11_088].wav,,íŋgánɔ̀nà ðɔ́ɾà,,,,Aaron
HH20220326-4[11_097-11_114].wav,,íŋgánɔ̀nà jɔ́ɾà,,,,Aaron
HH20220326-4[11_118-11_135].wav,,íŋgánɔ̀nà jɔ́ɾà,,,,Aaron
HH20220326-4[11_140-11_158].wav,,íŋgánɔ̀nà jɔ́ɾà,,,,Aaron
HH20220326-4[11_212-11_228].wav,,ðɾɔ́ ðə̀cə̀lò,,,,Aaron
HH20220326-4[11_231-11_246].wav,,ðɾɔ́ ðə̀cə̀lò,,,,Aaron
HH20220326-4[11_250-11_264].wav,,ðɾɔ́ ðə̀cə̀lò,,,,Aaron
HH20220326-4[11_271-11_286].wav,,ìrɔ́ jìcə̀lò,,,,Aaron
HH20220326-4[11_292-11_307].wav,,ìrɔ́ jìcə̀lò,,,,Aaron
HH20220326-4[11_311-11_326].wav,,ìrɔ́ jìcə̀lò,,,,Aaron
HH20220326-4[11_336-11_352].wav,,íŋgánɔ̀nà ðɾɔ̀,,,,Aaron
HH20220326-4[11_359-11_375].wav,,íŋgánɔ̀nà ðɾɔ̀,,,,Aaron
HH20220326-4[11_383-11_400].wav,,íŋgánɔ̀nà ðɾɔ̀,,,,Aaron
HH20220326-4[11_410-11_427].wav,,íŋgánɔ̀nà ìrɔ̀,,,,Aaron
HH20220326-4[11_432-11_448].wav,,íŋgánɔ̀nà ìrɔ̀,,,,Aaron
HH20220326-4[11_454-11_471].wav,,íŋgánɔ̀nà ìrɔ̀,,,,Aaron
HH20220326-4[11_540-11_556].wav,,ðràvì ðə̀cə̀lò,,,,Aaron
HH20220326-4[11_562-11_579].wav,,ðràvì ðə̀cə̀lò,,,,Aaron
HH20220326-4[11_584-11_600].wav,,ðràvì ðə̀cə̀lò,,,,Aaron
HH20220326-4[12_012-12_030].wav,,íŋgánɔ̀nà ðràvì,,,,Aaron
HH20220326-4[12_037-12_055].wav,,íŋgánɔ̀nà ðràvì,,,,Aaron
HH20220326-4[12_062-12_082].wav,,íŋgánɔ̀nà ðràvì,,,,Aaron
HH20220326-4[12_133-12_150].wav,,ðùɽì ðə̀cə̀lò,,,,Aaron
HH20220326-4[12_153-12_169].wav,,ðùɽì ðə̀cə̀lò,,,,Aaron
HH20220326-4[12_173-12_191].wav,,ðùɽì ðə̀cə̀lò,,,,Aaron
HH20220326-4[12_195-12_210].wav,,ùɽì kìcə̀lò,,,,Aaron
HH20220326-4[12_215-12_229].wav,,ùɽì kìcə̀lò,,,,Aaron
HH20220326-4[12_237-12_255].wav,,ùɽì kìcə̀lò,,,,Aaron
HH20220326-4[12_263-12_281].wav,,íŋgánɔ̀nà ðùɽì,,,,Aaron
HH20220326-4[12_293-12_310].wav,,íŋgánɔ̀nà ðùɽì,,,,Aaron
HH20220326-4[12_317-12_333].wav,,íŋgánɔ̀nà ðùɽì,,,,Aaron
HH20220326-4[12_344-12_360].wav,,íŋgánɔ̀nà rùɽì,,,,Aaron
HH20220326-4[12_369-12_386].wav,,íŋgánɔ̀nà rùɽì,,,,Aaron
HH20220326-4[12_393-12_410].wav,,íŋgánɔ̀nà rùɽì,,,,Aaron
HH20220326-4[12_496-12_517].wav,,àdám jə̀cə̀lò,,,,Aaron
HH20220326-4[12_519-12_537].wav,,àdám jə̀cə̀lò,,,,Aaron
HH20220326-4[12_542-12_559].wav,,àdám jə̀cə̀lò,,,,Aaron
HH20220326-4[12_565-12_584].wav,,nàdám nìcə̀lò,,,,Aaron
HH20220326-4[12_589-13_006].wav,,nàdám nìcə̀lò,,,,Aaron
HH20220326-4[13_011-13_028].wav,,nàdám nìcə̀lò,,,,Aaron
HH20220326-4[13_037-13_056].wav,,íŋgánɔ̀nà àdámà,,,,Aaron
HH20220326-4[13_065-13_083].wav,,íŋgánɔ̀nà àdámà,,,,Aaron
HH20220326-4[13_092-13_109].wav,,íŋgánɔ̀nà àdámà,,,,Aaron
HH20220326-4[13_122-13_140].wav,,íŋgánɔ̀nà nàdámà,,,,Aaron
HH20220326-4[13_146-13_168].wav,,íŋgánɔ̀nà nàdámà,,,,Aaron
HH20220326-4[13_172-13_189].wav,,íŋgánɔ̀nà nàdámà,,,,Aaron
HH20220326-4[13_239-13_253].wav,,ámál kìcə̀lò,,,,Aaron
HH20220326-4[13_258-13_273].wav,,ámál kìcə̀lò,,,,Aaron
HH20220326-4[13_279-13_294].wav,,ámál kìcə̀lò,,,,Aaron
HH20220326-4[13_300-13_316].wav,,námál nìcə̀lò,,,,Aaron
HH20220326-4[13_321-13_335].wav,,námál nìcə̀lò,,,,Aaron
HH20220326-4[13_340-13_356].wav,,námál nìcə̀lò,,,,Aaron
HH20220326-4[13_363-13_381].wav,,íŋgánɔ̀nà ámálà,,,,Aaron
HH20220326-4[13_386-13_404].wav,,íŋgánɔ̀nà ámálà,,,,Aaron
HH20220326-4[13_410-13_427].wav,,íŋgánɔ̀nà ámálà,,,,Aaron
HH20220326-4[13_436-13_454].wav,,íŋgánɔ̀nà námálà,,,,Aaron
HH20220326-4[13_460-13_478].wav,,íŋgánɔ̀nà námálà,,,,Aaron
HH20220326-4[13_484-13_502].wav,,íŋgánɔ̀nà námálà,,,,Aaron
HH20220326-4[13_550-13_566].wav,,lɛ̀mbré lìcə̀lò,,,,Aaron
HH20220326-4[13_569-13_585].wav,,lɛ̀mbré lìcə̀lò,,,,Aaron
HH20220326-4[13_591-14_006].wav,,lɛ̀mbré lìcə̀lò,,,,Aaron
HH20220326-4[14_019-14_037].wav,,nɛ̀mbré nìcə̀lò,,,,Aaron
HH20220326-4[14_038-14_055].wav,,nɛ̀mbré nìcə̀lò,,,,Aaron
HH20220326-4[14_059-14_073].wav,,nɛ̀mbré nìcə̀lò,,,,Aaron
HH20220326-4[14_085-14_106].wav,,íŋgánɔ̀nà lɛ̀mbrâ,,,,Aaron
HH20220326-4[14_113-14_131].wav,,íŋgánɔ̀nà lɛ̀mbrâ,,,,Aaron
HH20220326-4[14_137-14_156].wav,,íŋgánɔ̀nà lɛ̀mbrâ,,,,Aaron
HH20220326-4[14_164-14_183].wav,,íŋgánɔ̀nà ŋɛ̀mbrâ,,,,Aaron
HH20220326-4[14_191-14_210].wav,,íŋgánɔ̀nà ŋɛ̀mbrâ,,,,Aaron
HH20220326-4[14_218-14_236].wav,,íŋgánɔ̀nà ŋɛ̀mbrâ,,,,Aaron
HH20220326-4[14_292-14_310].wav,,làré lìcə̀lò,,,,Aaron
HH20220326-4[14_313-14_330].wav,,làré lìcə̀lò,,,,Aaron
HH20220326-4[14_335-14_352].wav,,làré lìcə̀lò,,,,Aaron
HH20220326-4[14_358-14_374].wav,,ŋàré ŋìcə̀lò,,,,Aaron
HH20220326-4[14_379-14_395].wav,,ŋàré ŋìcə̀lò,,,,Aaron
HH20220326-4[14_398-14_412].wav,,ŋàré ŋìcə̀lò,,,,Aaron
HH20220326-4[14_421-14_439].wav,,íŋgánɔ̀nà lɛ̀râ,,,,Aaron
HH20220326-4[14_445-14_462].wav,,íŋgánɔ̀nà lɛ̀râ,,,,Aaron
HH20220326-4[14_469-14_485].wav,,íŋgánɔ̀nà lɛ̀râ,,,,Aaron
HH20220326-4[14_496-14_513].wav,,íŋgánɔ̀nà ŋɛ̀râ,,,,Aaron
HH20220326-4[14_519-14_536].wav,,íŋgánɔ̀nà ŋɛ̀râ,,,,Aaron
HH20220326-4[14_544-14_562].wav,,íŋgánɔ̀nà ŋɛ̀râ,,,,Aaron
HH20220326-5[00_046-00_067].wav,,lə̀və́r lìcə̀lò,,,,Aaron
HH20220326-5[00_071-00_086].wav,,lə̀və́r lìcə̀lò,,,,Aaron
HH20220326-5[00_090-00_106].wav,,lə̀və́r lìcə̀lò,,,,Aaron
HH20220326-5[00_112-00_132].wav,,ŋə̀və́r ŋìcə̀lò,,,,Aaron
HH20220326-5[00_137-00_151].wav,,ŋə̀və́r ŋìcə̀lò,,,,Aaron
HH20220326-5[00_157-00_174].wav,,ŋə̀və́r ŋìcə̀lò,,,,Aaron
HH20220326-5[00_179-00_204].wav,,íŋgánɔ̀nà lə̀və́râ,,,,Aaron
HH20220326-5[00_207-00_226].wav,,íŋgánɔ̀nà lə̀və́râ,,,,Aaron
HH20220326-5[00_232-00_249].wav,,íŋgánɔ̀nà lə̀və́râ,,,,Aaron
HH20220326-5[00_256-00_275].wav,,íŋgánɔ̀nà ŋə̀və́râ,,,,Aaron
HH20220326-5[00_281-00_301].wav,,íŋgánɔ̀nà ŋə̀və́râ,,,,Aaron
HH20220326-5[00_307-00_327].wav,,íŋgánɔ̀nà ŋə̀və́râ,,,,Aaron
HH20220326-5[00_374-00_390].wav,,lə̀mɔ́ð  lìcə̀lò,,,,Aaron
HH20220326-5[00_395-00_411].wav,,lə̀mɔ́ð  lìcə̀lò,,,,Aaron
HH20220326-5[00_413-00_430].wav,,lə̀mɔ́ð  lìcə̀lò,,,,Aaron
HH20220326-5[00_437-00_453].wav,,ŋə̀mɔ́ð  ŋìcə̀lò,,,,Aaron
HH20220326-5[00_456-00_471].wav,,ŋə̀mɔ́ð  ŋìcə̀lò,,,,Aaron
HH20220326-5[00_475-00_490].wav,,ŋə̀mɔ́ð  ŋìcə̀lò,,,,Aaron
HH20220326-5[00_497-00_516].wav,,íŋgánɔ̀nà lə̀mɔ̀ðâ,,,,Aaron
HH20220326-5[00_523-00_542].wav,,íŋgánɔ̀nà lə̀mɔ̀ðâ,,,,Aaron
HH20220326-5[00_545-00_564].wav,,íŋgánɔ̀nà lə̀mɔ̀ðâ,,,,Aaron
HH20220326-5[00_572-00_593].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀ðâ,,,,Aaron
HH20220326-5[00_598-01_016].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀ðâ,,,,Aaron
HH20220326-5[01_022-01_044].wav,,íŋgánɔ̀nà ŋɔ̀mɔ̀ðâ,,,,Aaron
HH20220326-5[01_098-01_115].wav,,lɔ̀ɲɔ̀ lìcə̀lò,,,,Aaron
HH20220326-5[01_120-01_139].wav,,lɔ̀ɲɔ̀ lìcə̀lò,,,,Aaron
HH20220326-5[01_143-01_159].wav,,lɔ̀ɲɔ̀ lìcə̀lò,,,,Aaron
HH20220326-5[01_165-01_183].wav,,ŋɔ̀ɲɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_187-01_204].wav,,ŋɔ̀ɲɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_212-01_232].wav,,ŋɔ̀ɲɔ̀ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_237-01_256].wav,,íŋgánɔ̀nà lɔ̀ɲà,,,,Aaron
HH20220326-5[01_263-01_284].wav,,íŋgánɔ̀nà lɔ̀ɲà,,,,Aaron
HH20220326-5[01_290-01_309].wav,,íŋgánɔ̀nà lɔ̀ɲà,,,,Aaron
HH20220326-5[01_319-01_338].wav,,íŋgánɔ̀nà ŋɔ̀ɲà,,,,Aaron
HH20220326-5[01_346-01_365].wav,,íŋgánɔ̀nà ŋɔ̀ɲà,,,,Aaron
HH20220326-5[01_370-01_389].wav,,íŋgánɔ̀nà ŋɔ̀ɲà,,,,Aaron
HH20220326-5[01_456-01_471].wav,,ŋə̀mt̪ɛ́ɾɛ́ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_475-01_493].wav,,ŋə̀mt̪ɛ́ɾɛ́ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_500-01_516].wav,,ŋə̀mt̪ɛ́ɾɛ́ ŋìcə̀lò,,,,Aaron
HH20220326-5[01_525-01_546].wav,,íŋgánɔ̀nà ŋə̀mt̪ɛ́ɾɛ̂,,,,Aaron
HH20220326-5[01_551-01_568].wav,,íŋgánɔ̀nà ŋə̀mt̪ɛ́ɾɛ̂,,,,Aaron
HH20220326-5[01_577-01_597].wav,,íŋgánɔ̀nà ŋə̀mt̪ɛ́ɾɛ̂,,,,Aaron
HH20220326-5[02_051-02_068].wav,,ɔ̀mnɛ́ kìcə̀lò,,,,Aaron
HH20220326-5[02_074-02_091].wav,,ɔ̀mnɛ́ kìcə̀lò,,,,Aaron
HH20220326-5[02_099-02_115].wav,,ɔ̀mnɛ́ kìcə̀lò,,,,Aaron
HH20220326-5[02_124-02_140].wav,,nɔ̀mnɛ́ nìcə̀lò,,,,Aaron
HH20220326-5[02_143-02_164].wav,,nɔ̀mnɛ́ nìcə̀lò,,,,Aaron
HH20220326-5[02_168-02_186].wav,,nɔ̀mnɛ́ nìcə̀lò,,,,Aaron
HH20220326-5[02_193-02_213].wav,,íŋgánɔ̀nà ɔ̀mnâ,,,,Aaron
HH20220326-5[02_217-02_237].wav,,íŋgánɔ̀nà ɔ̀mnâ,,,,Aaron
HH20220326-5[02_242-02_262].wav,,íŋgánɔ̀nà ɔ̀mnâ,,,,Aaron
HH20220326-5[02_274-02_292].wav,,íŋgánɔ̀nà nɔ̀mnâ,,,,Aaron
HH20220326-5[02_297-02_318].wav,,íŋgánɔ̀nà nɔ̀mnâ,,,,Aaron
HH20220326-5[02_325-02_344].wav,,íŋgánɔ̀nà nɔ̀mnâ,,,,Aaron
HH20220326-5[02_407-02_424].wav,,tòsò lìcə̀lò,,,,Aaron
HH20220326-5[02_431-02_445].wav,,tòsò lìcə̀lò,,,,Aaron
HH20220326-5[02_452-02_466].wav,,tòsò lìcə̀lò,,,,Aaron
HH20220326-5[02_477-02_494].wav,,ŋùtòsò ŋìcə̀lò,,,,Aaron
HH20220326-5[02_500-02_518].wav,,ŋùtòsò ŋìcə̀lò,,,,Aaron
HH20220326-5[02_522-02_541].wav,,ŋùtòsò ŋìcə̀lò,,,,Aaron
HH20220326-5[02_548-02_567].wav,,íŋgánɔ̀nà tòsà,,,,Aaron
HH20220326-5[02_573-02_591].wav,,íŋgánɔ̀nà tòsà,,,,Aaron
HH20220326-5[02_597-03_015].wav,,íŋgánɔ̀nà tòsà,,,,Aaron
HH20220326-5[03_025-03_044].wav,,íŋgánɔ̀nà ŋùtòsà,,,,Aaron
HH20220326-5[03_049-03_068].wav,,íŋgánɔ̀nà ŋùtòsà,,,,Aaron
HH20220326-5[03_074-03_094].wav,,íŋgánɔ̀nà ŋùtòsà,,,,Aaron
HH20220326-5[03_158-03_178].wav,,àdə̀ɽɔ̀l jìcə̀lò,,,,Aaron
HH20220326-5[03_188-03_204].wav,,àdə̀ɽɔ̀l jìcə̀lò,,,,Aaron
HH20220326-5[03_210-03_225].wav,,àdə̀ɽɔ̀l jìcə̀lò,,,,Aaron
HH20220326-5[03_231-03_250].wav,,èdə̀ɽɔ̀l ècə̀lò,,,,Aaron
HH20220326-5[03_258-03_281].wav,,èdə̀ɽɔ̀l ècə̀lò,,,,Aaron
HH20220326-5[03_287-03_306].wav,,èdə̀ɽɔ̀l ècə̀lò,,,,Aaron
HH20220326-5[03_314-03_333].wav,,íŋgánɔ̀nà ádə́ɽálɛ̂,,,,Aaron
HH20220326-5[03_341-03_359].wav,,íŋgánɔ̀nà ádə́ɽálɛ̂,,,,Aaron
HH20220326-5[03_370-03_388].wav,,íŋgánɔ̀nà ádə́ɽálɛ̂,,,,Aaron
HH20220326-5[03_399-03_419].wav,,íŋgánɔ̀nà  édə́ɽɔ́lɛ̂,,,,Aaron
HH20220326-5[03_430-03_450].wav,,íŋgánɔ̀nà  édə́ɽɔ́lɛ̂,,,,Aaron
HH20220326-5[03_453-03_472].wav,,íŋgánɔ̀nà  édə́ɽɔ́lɛ̂,,,,Aaron
HH20220326-5[03_548-03_566].wav,,àt̪ùɟáì  jìcə̀lò,,,,Aaron
HH20220326-5[03_567-03_591].wav,,àt̪ùɟáì  jìcə̀lò,,,,Aaron
HH20220326-5[03_594-04_012].wav,,àt̪ùɟáì  jìcə̀lò,,,,Aaron
HH20220326-5[04_023-04_040].wav,,nàt̪ùɟáì  nìcə̀lò,,,,Aaron
HH20220326-5[04_044-04_061].wav,,nàt̪ùɟáì  nìcə̀lò,,,,Aaron
HH20220326-5[04_065-04_081].wav,,nàt̪ùɟáì  nìcə̀lò,,,,Aaron
HH20220326-5[04_093-04_110].wav,,íŋgánɔ̀nà àt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_116-04_136].wav,,íŋgánɔ̀nà àt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_141-04_161].wav,,íŋgánɔ̀nà àt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_171-04_188].wav,,íŋgánɔ̀nà nàt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_198-04_216].wav,,íŋgánɔ̀nà nàt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_225-04_246].wav,,íŋgánɔ̀nà nàt̪ùɟájɛ̀,,,,Aaron
HH20220326-5[04_296-04_315].wav,,àúr jìcə̀lò,,,,Aaron
HH20220326-5[04_318-04_339].wav,,àúr jìcə̀lò,,,,Aaron
HH20220326-5[04_342-04_360].wav,,àúr jìcə̀lò,,,,Aaron
HH20220326-5[04_366-04_383].wav,,nàúr nìcə̀lò,,,,Aaron
HH20220326-5[04_390-04_405].wav,,nàúr nìcə̀lò,,,,Aaron
HH20220326-5[04_412-04_431].wav,,nàúr nìcə̀lò,,,,Aaron
HH20220326-5[04_442-04_462].wav,,íŋgánɔ̀nà àùɾɛ̀,,,,Aaron
HH20220326-5[04_468-04_487].wav,,íŋgánɔ̀nà àùɾɛ̀,,,,Aaron
HH20220326-5[04_493-04_511].wav,,íŋgánɔ̀nà àùɾɛ̀,,,,Aaron
HH20220326-5[04_519-04_540].wav,,íŋgánɔ̀nà nàùɾɛ̀,,,,Aaron
HH20220326-5[04_546-04_565].wav,,íŋgánɔ̀nà nàùɾɛ̀,,,,Aaron
HH20220326-5[04_571-04_592].wav,,íŋgánɔ̀nà nàùɾɛ̀,,,,Aaron
HH20220326-5[05_081-05_101].wav,,àjén ìcə̀lò,,,,Aaron
HH20220326-5[05_106-05_124].wav,,àjén ìcə̀lò,,,,Aaron
HH20220326-5[05_127-05_145].wav,,àjén ìcə̀lò,,,,Aaron
HH20220326-5[05_155-05_177].wav,,nàjén nìcə̀lò,,,,Aaron
HH20220326-5[05_179-05_202].wav,,nàjén nìcə̀lò,,,,Aaron
HH20220326-5[05_205-05_220].wav,,nàjén nìcə̀lò,,,,Aaron
HH20220326-5[05_232-05_255].wav,,íŋgánɔ̀nà àjènɛ̀,,,,Aaron
HH20220326-5[05_260-05_277].wav,,íŋgánɔ̀nà àjènɛ̀,,,,Aaron
HH20220326-5[05_285-05_304].wav,,íŋgánɔ̀nà àjènɛ̀,,,,Aaron
HH20220326-5[05_311-05_340].wav,,íŋgánɔ̀nà nàjènɛ̀,,,,Aaron
HH20220326-5[05_343-05_362].wav,,íŋgánɔ̀nà nàjènɛ̀,,,,Aaron
HH20220326-5[05_370-05_393].wav,,íŋgánɔ̀nà nàjènɛ̀,,,,Aaron
HH20220326-5[05_444-05_462].wav,,àjín ìcə̀lò,,,,Aaron
HH20220326-5[05_465-05_486].wav,,àjín ìcə̀lò,,,,Aaron
HH20220326-5[05_493-05_510].wav,,àjín ìcə̀lò,,,,Aaron
